,Airport,Country,IATA CODE
0,,,
1,Q,,
2,Quebec- Quebec International,Canada,YQB
3,Queenstown,Australia,UEE
4,Queenstown,New Zealand,ZQN
5,Quetta,Pakistan,UET
6,Qingdao,"Shandong,PR China",TAO
7,Quimper,France,UIP
8,Quincy (IL),USA,UIN
9,Quito- Mariscal Sucre International Airport,Ecuador,UIO
